,ativador,solv,camadas,rsquared_teste,rmse_teste,rsquared_treino,rmse_treino
19,identity,lbfgs,"[3, 3]",0.49991956824464445,0.1494911419990144,0.47182479065853067,0.15393400725413048
20,identity,lbfgs,"[3, 4]",0.49944459507816386,0.14956211801079003,0.4722970579589406,0.1538651718991764
21,identity,lbfgs,"[3, 5]",0.4997899546921699,0.14951051370545515,0.4721326146898229,0.15388914383394947
22,identity,lbfgs,"[3, 6]",0.4993926880608365,0.14956987251920534,0.4722926461163439,0.15386581509011457
23,identity,lbfgs,"[4, 1]",0.49977127215107775,0.14951330574278154,0.47232264146589464,0.1538614420939271
24,identity,lbfgs,"[4, 2]",0.4998255013399565,0.14950520124517702,0.4722852094922193,0.15386689924991714
25,identity,lbfgs,"[4, 3]",0.5002579209329152,0.14944056084732577,0.47228716642616,0.15386661395600265
26,identity,lbfgs,"[4, 4]",0.5002091705511804,0.1494478497139531,0.4723230591534433,0.15386138119874157
27,identity,lbfgs,"[4, 5]",0.4996939438515603,0.1495248616193874,0.4723163636949259,0.15386235733503603
28,identity,lbfgs,"[4, 6]",0.49996619257257613,0.14948417303357375,0.4722511921563407,0.15387185842269283
29,identity,lbfgs,"[5, 1]",0.49983444294716817,0.14950386488880157,0.47232633175602967,0.15386090408111924
30,identity,lbfgs,"[5, 2]",0.5004843091061324,0.14940670797664415,0.47227336719230095,0.1538686256822427
31,identity,lbfgs,"[5, 3]",0.5006544856797601,0.14938125563552193,0.4722817069672529,0.15386740986831518
32,identity,lbfgs,"[5, 4]",0.5001811454563696,0.14945203969824172,0.4722833332656361,0.15386717277731798
33,identity,lbfgs,"[5, 5]",0.5004288690822821,0.14941499888900867,0.47231427691843053,0.1538626615665976
34,identity,lbfgs,"[5, 6]",0.5002822303368386,0.14943692611724405,0.47216885713429424,0.15388386086455141
35,identity,lbfgs,"[6, 1]",0.49899836346741355,0.14962876845219664,0.47228979754534894,0.15386623037436564
36,identity,lbfgs,"[6, 2]",0.49950560915881714,0.14955300246320216,0.4722878787652258,0.15386651010668342
37,identity,lbfgs,"[6, 3]",0.4994226947153685,0.149565389805267,0.47231579001537194,0.1538624409719526
38,identity,lbfgs,"[6, 4]",0.4998000278107241,0.14950900829315295,0.47230306061974625,0.15386429678271443
39,identity,lbfgs,"[6, 5]",0.5007192027283779,0.149371575136786,0.4722823388234646,0.15386731775277826
40,identity,lbfgs,"[6, 6]",0.5005017642309222,0.14940409751258577,0.47230236236792167,0.15386439857977105
41,identity,lbfgs,"[2, 2, 2]",0.49976681043052407,0.149513972522861,0.47230869043941803,0.15386347601752653
42,identity,lbfgs,"[2, 2, 3]",0.49798477230978333,0.14978005115759055,0.47204141454032966,0.15390243704657094
43,identity,lbfgs,"[2, 2, 4]",0.49550623747864353,0.15014934074113986,0.4718489312845906,0.15393048938193238
44,identity,lbfgs,"[2, 2, 5]",0.4995530679697052,0.14954591169849515,0.4721050193455212,0.15389316621582774
45,identity,lbfgs,"[2, 2, 6]",0.49921136938110466,0.1495969569783505,0.4719478713117099,0.15391607059057955
46,identity,lbfgs,"[2, 3, 2]",0.5007812334707229,0.14936229587194108,0.4717516046704483,0.15394467172871162
47,identity,lbfgs,"[2, 3, 3]",0.4998935904853732,0.14949502476888626,0.47227430528573655,0.15386848892278918
48,identity,lbfgs,"[2, 3, 4]",0.49708734106515295,0.1499138690887364,0.4716313006995546,0.15396220050981124
49,identity,lbfgs,"[2, 3, 5]",0.5022885225526222,0.14913664094359302,0.47210351326907674,0.15389338574311612
50,identity,lbfgs,"[2, 3, 6]",0.4978673908743325,0.14979756095493788,0.4721826008472101,0.15388185743087562
51,identity,lbfgs,"[2, 4, 2]",0.49946997219344835,0.1495583267189767,0.47229368320468246,0.1538656638959728
52,identity,lbfgs,"[2, 4, 3]",0.5003596651132425,0.14942534751830944,0.47227856388696066,0.15386786808334188
53,identity,lbfgs,"[2, 4, 4]",0.49942547235198254,0.14956497484550474,0.47225721061836434,0.1538709810407235
54,identity,lbfgs,"[2, 4, 5]",0.5004718498785758,0.14940857126202198,0.4720524983133988,0.15390082155182674
55,identity,lbfgs,"[2, 4, 6]",0.49833025089381866,0.14972850420955816,0.47199802820316683,0.15390876057840958
56,identity,lbfgs,"[2, 5, 2]",0.5010360833421412,0.1493241664748647,0.4718814715179708,0.1539257473568755
57,identity,lbfgs,"[2, 5, 3]",0.5008102742491118,0.14935795142346586,0.4722210298318358,0.15387625546399863
58,identity,lbfgs,"[2, 5, 4]",0.4996096206850842,0.14953746178524902,0.4722791837952518,0.1538677777099094
59,identity,lbfgs,"[2, 5, 5]",0.4991229942323895,0.14961015622978596,0.47222736084076156,0.15387533254462957
60,identity,lbfgs,"[2, 5, 6]",0.4979824607261394,0.1497803959964508,0.47198228953222365,0.1539110544157592
61,identity,lbfgs,"[2, 6, 2]",0.49887203412083214,0.14964763197652153,0.4718741071994539,0.15392682055751009
62,identity,lbfgs,"[2, 6, 3]",0.49975904178791153,0.1495151334975152,0.4723175187436853,0.15386218893998832
63,identity,lbfgs,"[2, 6, 4]",0.47968453745136086,0.15248562189161852,0.4565150999332972,0.15614903686276724
64,identity,lbfgs,"[2, 6, 5]",0.5010809263193852,0.1493174562795664,0.47227528358030535,0.1538683463025053
65,identity,lbfgs,"[2, 6, 6]",0.49969499228746705,0.1495247049479719,0.4722866726457333,0.15386668594241237
66,identity,lbfgs,"[3, 2, 2]",0.4992415498737899,0.14959244911054398,0.47224963673894593,0.15387208517336023
67,identity,lbfgs,"[3, 2, 3]",0.4991665133786165,0.14960365658254354,0.4723070501438077,0.1538637151548627
68,identity,lbfgs,"[3, 2, 4]",0.5007974378858544,0.1493598717360205,0.4723022026405427,0.1538644218661698
69,identity,lbfgs,"[3, 2, 5]",0.4993711885040413,0.1495730842695805,0.47229565515309724,0.15386537641084538
70,identity,lbfgs,"[3, 2, 6]",0.498639122646362,0.1496824041345736,0.47200697023670246,0.15390745730380168
71,identity,lbfgs,"[3, 3, 2]",0.5002444108776953,0.1494425808258995,0.47225276741868705,0.1538716287786633
72,identity,lbfgs,"[3, 3, 3]",0.4992583334917383,0.14958994218974114,0.4719500936166482,0.1539157467127036
73,identity,lbfgs,"[3, 3, 4]",0.501066570429163,0.14931960449327886,0.4722967644718793,0.1538652146859673
74,identity,lbfgs,"[3, 3, 5]",0.5004336335541739,0.1494142863926136,0.4723130243364635,0.15386284418048354
75,identity,lbfgs,"[3, 3, 6]",0.5000402555214167,0.14947310213348428,0.4722324947078037,0.1538745841376823
76,identity,lbfgs,"[3, 4, 2]",0.4998481952201851,0.14950180953725745,0.47220357592670303,0.1538787998239604
77,identity,lbfgs,"[3, 4, 3]",0.49911348240592146,0.1496115767971822,0.4722374349616306,0.1538738639519239
78,identity,lbfgs,"[3, 4, 4]",0.49892293313301705,0.1496400320114604,0.4722388977391444,0.15387365070888714
79,identity,lbfgs,"[3, 4, 5]",0.500770863138253,0.1493638472245008,0.4722937637788006,0.15386565214929643
80,identity,lbfgs,"[3, 4, 6]",0.49982083624324825,0.1495058984564481,0.47230798818253394,0.15386357839902054
81,identity,lbfgs,"[3, 5, 2]",0.5000421766127325,0.1494728149586092,0.47229159840520796,0.1538659678327727
82,identity,lbfgs,"[3, 5, 3]",0.499619529714047,0.14953598116288205,0.47229965387235795,0.15386479344652473
83,identity,lbfgs,"[3, 5, 4]",0.5002067157112221,0.14944821673759684,0.47231050418058573,0.15386321159327376
84,identity,lbfgs,"[3, 5, 5]",0.4979769504882776,0.1497812180029343,0.47182142417945294,0.15393449782504315
85,identity,lbfgs,"[3, 5, 6]",0.5003692064037841,0.14942392077454802,0.47214041242939686,0.15388800719250134
86,identity,lbfgs,"[3, 6, 2]",0.5002271893054095,0.14944515569859004,0.4721496004652639,0.1538866678830375
87,identity,lbfgs,"[3, 6, 3]",0.49784999577357336,0.1498001556092702,0.47106168805379733,0.15404516832480664
88,identity,lbfgs,"[3, 6, 4]",0.4995598289091371,0.14954490152718486,0.47226864063045837,0.15386931473970283
89,identity,lbfgs,"[3, 6, 5]",0.4985041845066701,0.14970254582015521,0.4722423089847093,0.15387315341792113
90,identity,lbfgs,"[3, 6, 6]",0.4968349999006608,0.14995147472014972,0.4659689174915529,0.15478498743907684
91,identity,lbfgs,"[4, 2, 2]",0.50092297445287,0.14934109047775765,0.4720440816898248,0.1539020483027026
92,identity,lbfgs,"[4, 2, 3]",0.499578077374492,0.14954217493768382,0.4721058142373956,0.1538930503514249
93,identity,lbfgs,"[4, 2, 4]",0.5004051604642323,0.1494185443111641,0.47225269160850836,0.15387163983038896
94,identity,lbfgs,"[4, 2, 5]",0.498722328519687,0.14966998297000098,0.47226328276020635,0.15387009582814587
95,identity,lbfgs,"[4, 2, 6]",0.5002103798082944,0.14944766891733371,0.47220842576078115,0.1538780928389112
96,identity,lbfgs,"[4, 3, 2]",0.5009835547717922,0.14933202634037132,0.4722820405593897,0.15386736123539224
97,identity,lbfgs,"[4, 3, 3]",0.49991646752169105,0.14949160545435816,0.4722233711394599,0.15387591415440693
98,identity,lbfgs,"[4, 3, 4]",0.5004096676241815,0.14941787031020953,0.47222781009886605,0.15387526705264512
99,identity,lbfgs,"[4, 3, 5]",0.49915758388367903,0.14960499023851442,0.4721725047954486,0.1538833291441718
100,identity,lbfgs,"[4, 3, 6]",0.5005405833426753,0.14939829183938205,0.47215638561787,0.1538856788264014
101,identity,lbfgs,"[4, 4, 2]",0.5020333416574839,0.14917486785465944,0.4721518644491127,0.1538863378678433
102,identity,lbfgs,"[4, 4, 3]",0.5001945542426885,0.14945003498804774,0.47230161252547787,0.15386450789806946
103,identity,lbfgs,"[4, 4, 4]",0.49897950611107533,0.149631584387564,0.4720727972899076,0.1538978628682637
104,identity,lbfgs,"[4, 4, 5]",0.49856635341814515,0.1496932664478411,0.47219962364773127,0.15387937596542187
105,identity,lbfgs,"[4, 4, 6]",0.4997919013401416,0.14951022278304751,0.47226798403996106,0.15386941045989896
106,identity,lbfgs,"[4, 5, 2]",0.49994799431471726,0.14948689317642766,0.47227739658536294,0.15386803825845383
107,identity,lbfgs,"[4, 5, 3]",0.5007772327764153,0.14936289435874658,0.4721106998210365,0.1538923382209174
108,identity,lbfgs,"[4, 5, 4]",0.499094963002639,0.14961434258485964,0.47219238516963213,0.15388043114530028
109,identity,lbfgs,"[4, 5, 5]",0.5000144796800043,0.14947695518901657,0.472221288281103,0.15387621778798977
110,identity,lbfgs,"[4, 5, 6]",0.49957366772222567,0.1495428338092361,0.47226663719392525,0.15386960680791936
111,identity,lbfgs,"[4, 6, 2]",0.49997538293180277,0.14948279930689665,0.4722550914255629,0.15387128998094454
112,identity,lbfgs,"[4, 6, 3]",0.5001583777139542,0.14945544357823093,0.47228240013655065,0.1538673088142103
113,identity,lbfgs,"[4, 6, 4]",0.49465416130271656,0.15027608631255968,0.4710473234119532,0.15404726005138183
114,identity,lbfgs,"[4, 6, 5]",0.5001823121530773,0.14945186526974344,0.47231625623907547,0.1538623730010606
115,identity,lbfgs,"[4, 6, 6]",0.5008482745391287,0.14935226645721467,0.4723231266351584,0.1538613713604964
116,identity,lbfgs,"[5, 2, 2]",0.4502376007619072,0.156741156096702,0.4292468070824672,0.1600183336210659
117,identity,lbfgs,"[5, 2, 3]",0.5006741107725294,0.14937832014324184,0.47229246662114865,0.15386584125819044
118,identity,lbfgs,"[5, 2, 4]",0.5004401042063659,0.14941331874239192,0.4723294478675256,0.15386044977719177
119,identity,lbfgs,"[5, 2, 5]",0.49879782158879193,0.14965871229861966,0.4718361202317596,0.1539323562717204
120,identity,lbfgs,"[5, 2, 6]",0.5001953727533746,0.1494499126139302,0.47228207058719873,0.15386735685776995
121,identity,lbfgs,"[5, 3, 2]",0.5001959413518664,0.14944982760369374,0.47232871819761724,0.15386055615730054
122,identity,lbfgs,"[5, 3, 3]",0.49995131906996104,0.1494863962199587,0.4722757613917008,0.15386827664491334
123,identity,lbfgs,"[5, 3, 4]",0.49951894425109555,0.14955101011682526,0.472318367557246,0.15386206519098244
124,identity,lbfgs,"[5, 3, 5]",0.49982997158638387,0.14950453315175483,0.4722886766617289,0.15386639378417363
125,identity,lbfgs,"[5, 3, 6]",0.4996055413914495,0.14953807131532595,0.47229331995825385,0.15386571685264727
126,identity,lbfgs,"[5, 4, 2]",0.499926931035514,0.14949004149997777,0.47227094045492535,0.15386897946229888
127,identity,lbfgs,"[5, 4, 3]",0.49875825692771336,0.14966461917575935,0.47218125961483026,0.15388205294470206
128,identity,lbfgs,"[5, 4, 4]",0.5001407416028651,0.14945808020295223,0.4723238311866629,0.15386126864299796
129,identity,lbfgs,"[5, 4, 5]",0.499523289030289,0.14955036097384586,0.4723145391479058,0.15386262333614315
130,identity,lbfgs,"[5, 4, 6]",0.4980387867118379,0.14977199313754738,0.4721013314982788,0.15389370375976952
131,identity,lbfgs,"[5, 5, 2]",0.5001020298038987,0.14946386751112065,0.47231234183458604,0.15386294368231979
132,identity,lbfgs,"[5, 5, 3]",0.49925686595663876,0.14959016139291972,0.4722445373285278,0.15387282856936085
133,identity,lbfgs,"[5, 5, 4]",0.4996676302555879,0.14952879369757757,0.47230528067153976,0.1538639731243399
134,identity,lbfgs,"[5, 5, 5]",0.5005284187475533,0.14940011116504287,0.4723168127058758,0.15386229187356143
135,identity,lbfgs,"[5, 5, 6]",0.4989198245721741,0.1496404961760105,0.4722456486714144,0.15387266655724013
136,identity,lbfgs,"[5, 6, 2]",0.5001475004531104,0.14945706975033002,0.4723235267334339,0.15386131302964648
137,identity,lbfgs,"[5, 6, 3]",0.4993906122096541,0.14957018262701585,0.4722722716803829,0.15386878539071228
138,identity,lbfgs,"[5, 6, 4]",0.500660119029217,0.14938041301336497,0.4722685772837235,0.15386932397462721
139,identity,lbfgs,"[5, 6, 5]",0.4991774842292157,0.14960201802562043,0.47227744518580783,0.15386803117323972
140,identity,lbfgs,"[5, 6, 6]",0.49978450480584613,0.14951132817638807,0.4722990018720177,0.15386488850034405
141,identity,lbfgs,"[6, 2, 2]",0.4995516267521969,0.14954612703404552,0.472301517642569,0.15386452173088738
142,identity,lbfgs,"[6, 2, 3]",0.4984633685582982,0.1497086377224919,0.4719761280488428,0.15391195241370378
143,identity,lbfgs,"[6, 2, 4]",0.5003601184557773,0.14942527972866512,0.47227699666856626,0.15386809656029737
144,identity,lbfgs,"[6, 2, 5]",0.4985179415321891,0.14970049248710293,0.47211226988541466,0.15389210936511574
145,identity,lbfgs,"[6, 2, 6]",0.5003443920801804,0.1494276313219512,0.47228435577739836,0.15386702370956995
146,identity,lbfgs,"[6, 3, 2]",0.4998327265278172,0.14950412141496874,0.47228940079185333,0.15386628821572723
147,identity,lbfgs,"[6, 3, 3]",0.5010642136911077,0.14931995715232904,0.4717658779969405,0.15394259191415488
148,identity,lbfgs,"[6, 3, 4]",0.4998544176670213,0.14950087954965538,0.47229036057085827,0.15386614829272743
149,identity,lbfgs,"[6, 3, 5]",0.5003469062039074,0.14942725538298446,0.47231754098288026,0.15386218569772486
150,identity,lbfgs,"[6, 3, 6]",0.49945325654195016,0.14956082401569956,0.4723000888052593,0.1538647300384985
151,identity,lbfgs,"[6, 4, 2]",0.4989944992288893,0.1496293454963561,0.4721738365402407,0.15388313501497874
152,identity,lbfgs,"[6, 4, 3]",0.4984018498295065,0.14971781910835638,0.4717134750369556,0.15395022758845822
153,identity,lbfgs,"[6, 4, 4]",0.49978543127504294,0.1495111897183579,0.4722663584328327,0.15386964744667475
154,identity,lbfgs,"[6, 4, 5]",0.4993811283002356,0.14957159940362857,0.4722583634900235,0.15387081297249627
155,identity,lbfgs,"[6, 4, 6]",0.5004109573157041,0.14941767744910658,0.47230084247993454,0.15386462016166377
156,identity,lbfgs,"[6, 5, 2]",0.4996801559541971,0.14952692197745826,0.4721393222753649,0.15388816609985934
157,identity,lbfgs,"[6, 5, 3]",0.4994555204364822,0.14956048579522468,0.47230008296740256,0.15386473088958852
158,identity,lbfgs,"[6, 5, 4]",0.5000042427970774,0.14947848540358885,0.4722581748526188,0.15387084047249458
159,identity,lbfgs,"[6, 5, 5]",0.50020981213946,0.14944775378980452,0.47231793367034125,0.1538621284476105
160,identity,lbfgs,"[6, 5, 6]",0.500157482576868,0.14945557740367124,0.472328391830829,0.15386060373897642
161,identity,lbfgs,"[6, 6, 2]",0.5002405940330115,0.1494431515028899,0.47231106781234933,0.15386312942163954
162,identity,lbfgs,"[6, 6, 3]",0.499786680073965,0.14951100308891851,0.47232357680340464,0.15386130572987852
163,identity,lbfgs,"[6, 6, 4]",0.4991916730074536,0.14959989882687696,0.472274235441708,0.15386849910496797
164,identity,lbfgs,"[6, 6, 5]",0.4996374681724597,0.14953330073350862,0.47232444442176935,0.15386117923858247
165,identity,lbfgs,"[6, 6, 6]",0.4999499447681177,0.14948660163924743,0.47219326536432915,0.15388030283643153
166,identity,sgd,2,-0.04344536403576704,0.2159386520638732,-0.06508510437938075,0.21859374175089105
167,identity,sgd,3,0.2406177043602502,0.18421532771124013,0.19127479386471458,0.19047854206473924
168,identity,sgd,4,-0.012694125473068363,0.2127329068654166,0.11458023878573875,0.19930590858905384
169,identity,sgd,5,0.19795195823528977,0.1893196620561126,0.18162526180291116,0.1916115465222918
170,identity,sgd,6,0.2614945946359678,0.18166546229391187,0.2048471727906669,0.1888734321963264
171,identity,sgd,7,0.34557890655068946,0.17101105007770445,0.23757883138386482,0.18494519035619394
172,identity,sgd,8,0.2047209368109134,0.1885190765651319,0.17970756177928893,0.19183591711823564
173,identity,sgd,9,0.22526228099762335,0.18606850981326503,0.17833844016133538,0.19199594370554543
174,identity,sgd,"[4, 2]",0.09621535316053231,0.20096850826379897,0.08071607770502587,0.20308151797224422
175,identity,sgd,"[5, 2]",0.1511344304121276,0.19476682674070217,0.12352575852882908,0.1982965449399103
176,identity,sgd,"[6, 2]",0.19356788976833383,0.18983637627132732,0.18396811184381434,0.1913370763741545
177,identity,sgd,"[2, 1]",-0.06574120685665452,0.21823349513820034,-0.05127800788424408,0.2171722637270867
178,identity,sgd,"[2, 2]",0.06019222171788219,0.20493448594726882,0.14120007311298377,0.1962870138364785
179,identity,sgd,"[2, 3]",0.18009804342372682,0.19141523043703226,0.14928223028546073,0.1953612029663455
180,identity,sgd,"[2, 4]",-0.01251921408886214,0.21271453457851353,-0.008188917755349578,0.21267504250459016
181,identity,sgd,"[2, 5]",0.07516170836405445,0.2032958113086563,0.07408947706814883,0.20381215385880788
182,identity,sgd,"[2, 6]",0.05890755199690756,0.2050745056545629,0.09098140889498274,0.20194446363374036
183,identity,sgd,"[3, 1]",-0.23107004494344419,0.23455079598592984,-0.268462463297253,0.2385527232101498
184,identity,sgd,"[3, 2]",-0.08078797667938642,0.2197686708035714,-0.10557583622095579,0.22271006141253913
185,identity,sgd,"[3, 3]",0.07936632080867068,0.20283316078532926,0.050160078234657846,0.2064290330000775
186,identity,sgd,"[3, 4]",-0.09108994102619694,0.22081359332672906,-0.028368373395938562,0.2147929014493974
187,identity,sgd,"[3, 5]",0.09283147825282212,0.20134438150687273,0.05235694852006534,0.20619017152248928
188,identity,sgd,"[3, 6]",0.10054618666605186,0.20048642089605886,0.0763999896518841,0.20355769909313462
189,identity,sgd,"[4, 1]",0.011699981563062511,0.21015509857452602,0.017056795343595055,0.20999539973158843
190,identity,sgd,"[4, 2]",4.019782827724416e-05,0.21139114938976675,0.05957497626396602,0.20540341366900422
191,identity,sgd,"[4, 3]",0.1755821080697204,0.19194165422700213,0.14710861574061018,0.19561062120512346
192,identity,sgd,"[4, 4]",0.14768829738572486,0.195161773001159,0.1288097064348943,0.1976979120725073
193,identity,sgd,"[4, 5]",0.10478173910473854,0.20001381586113878,0.11502999325679386,0.19925528282178986
194,identity,sgd,"[4, 6]",0.032692275066216636,0.20791118666988606,0.046234468193228406,0.20685517023876526
195,identity,sgd,"[5, 1]",0.21476701695144573,0.1873245922322314,0.1675498816391925,0.19325230308978741
196,identity,sgd,"[5, 2]",0.03750913518512078,0.20739287747682375,0.11150652365798519,0.19965155190354059
197,identity,sgd,"[5, 3]",0.21911299511824667,0.1868054863221778,0.14708677568089312,0.19561312569771086
198,identity,sgd,"[5, 4]",0.11240383059709358,0.19916051416120104,0.117995323593858,0.1989211734630315
199,identity,sgd,"[5, 5]",0.2181528577604679,0.18692029411526498,0.19531399203721567,0.19000227172448989
200,identity,sgd,"[5, 6]",0.2336311170090587,0.18506081076210237,0.20644392321093918,0.18868369804895538
201,identity,sgd,"[6, 1]",0.012040761580895731,0.21011886320491097,0.0077324563581412376,0.21098907187358848
202,identity,sgd,"[6, 2]",0.15808890307873946,0.1939673560781881,0.1501957235380137,0.19525628622408714
203,identity,sgd,"[6, 3]",0.13236801789128172,0.19690797472839416,0.10855614673214631,0.19998276375408333
204,identity,sgd,"[6, 4]",0.2434197194272214,0.18387514914771297,0.1932543133133947,0.1902452817503425
205,identity,sgd,"[6, 5]",0.3413079979833046,0.17156817208400205,0.2911434283769453,0.17833014127077995
206,identity,sgd,"[6, 6]",0.23253783506843773,0.18519276519085184,0.15913111095122268,0.19422704862169243
207,identity,sgd,"[2, 2, 2]",-0.02802869256460694,0.21433749326339704,0.004577172102399163,0.21132426478911712
208,identity,sgd,"[2, 2, 3]",0.025269575557639756,0.2087073722823829,0.026800535820724947,0.20895198404235824
209,identity,sgd,"[2, 2, 4]",0.07726706215578438,0.2030642824700587,0.11565380297678962,0.19918504355205807
210,identity,sgd,"[2, 2, 5]",-0.025209865449446367,0.21404343772169065,0.042827872782625676,0.20722425663707558
211,identity,sgd,"[2, 2, 6]",-0.0022655124009525185,0.2116347222273701,0.00038342580884886956,0.21176895464814796
212,identity,sgd,"[2, 3, 2]",0.1957073618412769,0.18958439017234985,0.20766870965753215,0.18853803318578635
213,identity,sgd,"[2, 3, 3]",0.161636664247801,0.19355824142037112,0.21342010413497814,0.18785250455692531
214,identity,sgd,"[2, 3, 4]",0.13596836403977752,0.1964990030282691,0.11884810659631861,0.19882498484633535
215,identity,sgd,"[2, 3, 5]",-0.09617842996183756,0.22132789581229848,-0.03485971882921923,0.21546975109751823
216,identity,sgd,"[2, 3, 6]",0.11143910013563563,0.1992687187937663,0.116236672885767,0.19911939160205114
217,identity,sgd,"[2, 4, 2]",0.029979456281834738,0.2082025264673443,-0.0024250601153892326,0.2120662351167115
218,identity,sgd,"[2, 4, 3]",0.17462176121039852,0.19205341606354678,0.14594727630712245,0.19574375248842568
219,identity,sgd,"[2, 4, 4]",-0.05251718402930772,0.2168753168935581,-0.07540063815653486,0.21964975013773752
220,identity,sgd,"[2, 4, 5]",0.20350906395521084,0.18866265772695567,0.1869017846440394,0.1909928338347881
221,identity,sgd,"[2, 4, 6]",-0.036213210460374956,0.2151890119686222,-0.0265736798803331,0.21460539288190017
222,identity,sgd,"[2, 5, 2]",0.035878233874676146,0.20756851247085942,0.014571322893908278,0.21026072953464525
223,identity,sgd,"[2, 5, 3]",-0.005316976730501244,0.21195664541165132,-0.02427223042425286,0.21436469871520586
224,identity,sgd,"[2, 5, 4]",0.007980672584338988,0.2105501697697568,0.02031000859051557,0.2096476044531171
225,identity,sgd,"[2, 5, 5]",0.11952120991776172,0.1983604014196667,0.15426834347504292,0.19478784914106723
226,identity,sgd,"[2, 5, 6]",0.02004206790827756,0.2092662757878956,0.046231920667600956,0.2068554464956009
227,identity,sgd,"[2, 6, 2]",-0.2012913302064061,0.23169662117650247,-0.18166664311737635,0.23024651036406718
228,identity,sgd,"[2, 6, 3]",0.07252313505245145,0.20358560729529232,0.0637074133397948,0.20495162262373579
229,identity,sgd,"[2, 6, 4]",0.06617100464168657,0.20428157918194478,0.12597904483994415,0.1980188305066566
230,identity,sgd,"[2, 6, 5]",0.04359615501877567,0.20673603652515088,0.013579561827699815,0.21036650886166836
231,identity,sgd,"[2, 6, 6]",0.029557802252198062,0.2082477728782088,0.026512982358167014,0.20898285152175666
232,identity,sgd,"[3, 2, 2]",0.15527131925825266,0.19429165563736864,0.11699514815871759,0.19903392779725804
233,identity,sgd,"[3, 2, 3]",0.1351337977390762,0.19659387910606071,0.10777607260668809,0.20007024389427092
234,identity,sgd,"[3, 2, 4]",0.2633956980952279,0.1814314847309988,0.26694040341374015,0.1813490189092982
235,identity,sgd,"[3, 2, 5]",0.040813070501837134,0.20703661347477148,0.04794871199586137,0.2066691917882509
236,identity,sgd,"[3, 2, 6]",0.13826650165814325,0.1962375065682339,0.1296194592371953,0.19760601271594694
237,identity,sgd,"[3, 3, 2]",0.09529053580354352,0.20107130467857534,0.12252728222038223,0.19840946214629912
238,identity,sgd,"[3, 3, 3]",-0.23490883050100653,0.2349162054901997,-0.264555168681359,0.23818502818627976
239,identity,sgd,"[3, 3, 4]",0.28145193587491557,0.17919399051798543,0.21919464618986317,0.18716169079844108
240,identity,sgd,"[3, 3, 5]",0.14345628368159724,0.19564569489337894,0.1981404017959847,0.18966829259114293
241,identity,sgd,"[3, 3, 6]",0.23846624517876036,0.18447609981416604,0.18718888649015142,0.19095911144094893
242,identity,sgd,"[3, 4, 2]",0.021597218336433466,0.20910016163887996,0.03823037223630443,0.2077213314702986
243,identity,sgd,"[3, 4, 3]",-0.05755516610849498,0.21739374529500669,-0.044171506381592174,0.21643699101833105
244,identity,sgd,"[3, 4, 4]",0.09941316760227237,0.20061265497458275,0.07114245336562441,0.20413624676955186
245,identity,sgd,"[3, 4, 5]",0.1126027081624642,0.19913820064831494,0.0974954862772478,0.20121959009321258
246,identity,sgd,"[3, 4, 6]",0.016478041610748617,0.20964647252135374,0.04528358980598346,0.20695825905035498
247,identity,sgd,"[3, 5, 2]",-0.3883558661629931,0.2490840559759642,-0.37656917658464883,0.24851041182451353
